,id,timestamp,seq_number,ignition,ignition_filled,odometer_m,pos,fuel_%,prev_pos,current_lat,current_lon,prev_lat,prev_lon,current_loc,prev_loc,gps_distance,prev_od,od_distance,prev_timestamp,timediff,prev_fill_ignition,new_trip
0,334456,2024-01-04 10:00:00,1,1,1,1.48,"(54.098194,-8.4042)",100,,54.098194,-8.4042,,,"(54.098194, -8.4042)",,,,,,,,1
1,334456,2024-01-04 10:02:08,1,1,1,2.96,"(54.085815,-8.395915)",99,"(54.098194,-8.4042)",54.085815,-8.395915,54.098194,-8.4042,"(54.085815, -8.395915)","(54.098194, -8.4042)",1480.6697784906555,1.48,1480.0,2024-01-04 10:00:00,128.0,1.0,0
2,334456,2024-01-04 10:02:37,1,1,1,4.4399999999999995,"(54.073436,-8.387631)",98,"(54.085815,-8.395915)",54.073436,-8.387631,54.085815,-8.395915,"(54.073436, -8.387631)","(54.085815, -8.395915)",1480.7022418780823,2.96,1479.9999999999995,2024-01-04 10:02:08,29.0,1.0,0
3,334456,2024-01-04 10:03:51,1,1,1,5.92,"(54.061056,-8.379346)",97,"(54.073436,-8.387631)",54.061056,-8.379346,54.073436,-8.387631,"(54.061056, -8.379346)","(54.073436, -8.387631)",1480.8862185723171,4.4399999999999995,1480.0000000000005,2024-01-04 10:02:37,74.0,1.0,0
4,334456,2024-01-04 10:04:34,1,1,1,7.4,"(54.048677,-8.371062)",96,"(54.061056,-8.379346)",54.048677,-8.371062,54.061056,-8.379346,"(54.048677, -8.371062)","(54.061056, -8.379346)",1480.8150985006403,5.92,1480.0000000000005,2024-01-04 10:03:51,43.0,1.0,0
5,334456,2024-01-04 10:05:52,1,1,1,8.88,"(54.036298,-8.362777)",95,"(54.048677,-8.371062)",54.036298,-8.362777,54.048677,-8.371062,"(54.036298, -8.362777)","(54.048677, -8.371062)",1480.8955405614795,7.4,1480.0000000000005,2024-01-04 10:04:34,78.0,1.0,0
6,334456,2024-01-04 10:08:39,1,1,1,10.360000000000001,"(54.023919,-8.354493)",94,"(54.036298,-8.362777)",54.023919,-8.354493,54.036298,-8.362777,"(54.023919, -8.354493)","(54.036298, -8.362777)",1480.9279732688533,8.88,1480.0000000000005,2024-01-04 10:05:52,167.0,1.0,0
7,334456,2024-01-04 10:09:58,1,1,1,11.840000000000002,"(54.01154,-8.346208)",93,"(54.023919,-8.354493)",54.01154,-8.346208,54.023919,-8.354493,"(54.01154, -8.346208)","(54.023919, -8.354493)",1481.008453354125,10.360000000000001,1480.0000000000005,2024-01-04 10:08:39,79.0,1.0,0
8,334456,2024-01-04 10:12:36,1,1,1,13.320000000000002,"(53.999161,-8.337924)",92,"(54.01154,-8.346208)",53.999161,-8.337924,54.01154,-8.346208,"(53.999161, -8.337924)","(54.01154, -8.346208)",1481.0408706493797,11.840000000000002,1480.0000000000005,2024-01-04 10:09:58,158.0,1.0,0
9,334456,2024-01-04 10:14:33,1,1,1,14.800000000000002,"(53.986781,-8.329639)",91,"(53.999161,-8.337924)",53.986781,-8.329639,53.999161,-8.337924,"(53.986781, -8.329639)","(53.999161, -8.337924)",1481.2249351598641,13.320000000000002,1480.0000000000005,2024-01-04 10:12:36,117.0,1.0,0
10,334456,2024-01-04 10:15:26,1,1,1,16.28,"(53.974402,-8.321354)",90,"(53.986781,-8.329639)",53.974402,-8.321354,53.986781,-8.329639,"(53.974402, -8.321354)","(53.986781, -8.329639)",1481.1778693983206,14.800000000000002,1479.9999999999986,2024-01-04 10:14:33,53.0,1.0,0
11,334456,2024-01-04 10:17:33,1,1,1,17.76,"(53.962023,-8.31307)",89,"(53.974402,-8.321354)",53.962023,-8.31307,53.974402,-8.321354,"(53.962023, -8.31307)","(53.974402, -8.321354)",1481.2102634856967,16.28,1480.0000000000005,2024-01-04 10:15:26,127.0,1.0,0
12,334456,2024-01-04 10:19:04,1,1,1,19.240000000000002,"(53.949644,-8.304785)",88,"(53.962023,-8.31307)",53.949644,-8.304785,53.962023,-8.31307,"(53.949644, -8.304785)","(53.962023, -8.31307)",1481.2908384500963,17.76,1480.0000000000005,2024-01-04 10:17:33,91.0,1.0,0
13,334456,2024-01-04 10:20:37,1,1,1,20.720000000000002,"(53.937265,-8.296501)",87,"(53.949644,-8.304785)",53.937265,-8.296501,53.949644,-8.304785,"(53.937265, -8.296501)","(53.949644, -8.304785)",1481.3232170066008,19.240000000000002,1480.0000000000005,2024-01-04 10:19:04,93.0,1.0,0
14,334456,2024-01-04 10:21:45,1,1,1,22.200000000000003,"(53.924885,-8.288216)",86,"(53.937265,-8.296501)",53.924885,-8.288216,53.937265,-8.296501,"(53.924885, -8.288216)","(53.937265, -8.296501)",1481.5073544059233,20.720000000000002,1480.0000000000005,2024-01-04 10:20:37,68.0,1.0,0
15,334456,2024-01-04 10:22:03,1,1,1,23.680000000000003,"(53.912506,-8.279932)",85,"(53.924885,-8.288216)",53.912506,-8.279932,53.924885,-8.288216,"(53.912506, -8.279932)","(53.924885, -8.288216)",1481.4361973881362,22.200000000000003,1480.0000000000005,2024-01-04 10:21:45,18.0,1.0,0
16,334456,2024-01-04 10:24:22,1,1,1,25.160000000000004,"(53.900127,-8.271647)",84,"(53.912506,-8.279932)",53.900127,-8.271647,53.912506,-8.279932,"(53.900127, -8.271647)","(53.912506, -8.279932)",1481.5168480692796,23.680000000000003,1480.0000000000005,2024-01-04 10:22:03,139.0,1.0,0
17,334456,2024-01-04 10:25:40,1,1,1,26.640000000000004,"(53.887748,-8.263362)",83,"(53.900127,-8.271647)",53.887748,-8.263362,53.900127,-8.271647,"(53.887748, -8.263362)","(53.900127, -8.271647)",1481.5733632156055,25.160000000000004,1480.0000000000005,2024-01-04 10:24:22,78.0,1.0,0
18,334456,2024-01-04 10:26:26,1,1,1,28.120000000000005,"(53.875369,-8.255078)",82,"(53.887748,-8.263362)",53.875369,-8.255078,53.887748,-8.263362,"(53.875369, -8.255078)","(53.887748, -8.263362)",1481.605702728175,26.640000000000004,1480.0000000000005,2024-01-04 10:25:40,46.0,1.0,0
19,334456,2024-01-04 10:29:02,1,1,1,29.600000000000005,"(53.862989,-8.246793)",81,"(53.875369,-8.255078)",53.862989,-8.246793,53.875369,-8.255078,"(53.862989, -8.246793)","(53.875369, -8.255078)",1481.7899127559945,28.120000000000005,1480.0000000000005,2024-01-04 10:26:26,156.0,1.0,0
20,334456,2024-01-04 10:30:20,1,1,1,31.080000000000005,"(53.85061,-8.238509)",80,"(53.862989,-8.246793)",53.85061,-8.238509,53.862989,-8.246793,"(53.85061, -8.238509)","(53.862989, -8.246793)",1481.7187384622202,29.600000000000005,1480.0000000000005,2024-01-04 10:29:02,78.0,1.0,0
21,334456,2024-01-04 10:31:07,1,1,1,32.56,"(53.838231,-8.230224)",79,"(53.85061,-8.238509)",53.838231,-8.230224,53.85061,-8.238509,"(53.838231, -8.230224)","(53.85061, -8.238509)",1481.7994835568097,31.080000000000005,1479.9999999999968,2024-01-04 10:30:20,47.0,1.0,0
22,334456,2024-01-04 10:32:17,1,1,1,34.04,"(53.825852,-8.22194)",78,"(53.838231,-8.230224)",53.825852,-8.22194,53.838231,-8.230224,"(53.825852, -8.22194)","(53.838231, -8.230224)",1481.8317916174467,32.56,1479.9999999999968,2024-01-04 10:31:07,70.0,1.0,0
23,334456,2024-01-04 10:32:56,1,1,1,35.519999999999996,"(53.813473,-8.213655)",77,"(53.825852,-8.22194)",53.813473,-8.213655,53.825852,-8.22194,"(53.813473, -8.213655)","(53.825852, -8.22194)",1481.9125744011899,34.04,1479.9999999999968,2024-01-04 10:32:17,39.0,1.0,0
24,334456,2024-01-04 10:34:40,1,1,1,36.99999999999999,"(53.801094,-8.205371)",76,"(53.813473,-8.213655)",53.801094,-8.205371,53.813473,-8.213655,"(53.801094, -8.205371)","(53.813473, -8.213655)",1481.9448666641274,35.519999999999996,1479.9999999999968,2024-01-04 10:32:56,104.0,1.0,0
25,334456,2024-01-04 10:37:00,1,1,1,38.47999999999999,"(53.788714,-8.197086)",75,"(53.801094,-8.205371)",53.788714,-8.197086,53.801094,-8.205371,"(53.788714, -8.197086)","(53.801094, -8.205371)",1482.129163498805,36.99999999999999,1479.9999999999968,2024-01-04 10:34:40,140.0,1.0,0
26,334456,2024-01-04 10:38:16,1,1,1,39.95999999999999,"(53.776335,-8.188801)",74,"(53.788714,-8.197086)",53.776335,-8.188801,53.788714,-8.197086,"(53.776335, -8.188801)","(53.788714, -8.197086)",1482.0822561818925,38.47999999999999,1479.9999999999968,2024-01-04 10:37:00,76.0,1.0,0
27,334456,2024-01-04 10:41:03,1,1,1,41.43999999999998,"(53.763956,-8.180517)",73,"(53.776335,-8.188801)",53.763956,-8.180517,53.776335,-8.188801,"(53.763956, -8.180517)","(53.776335, -8.188801)",1482.11452465488,39.95999999999999,1479.9999999999968,2024-01-04 10:38:16,167.0,1.0,0
28,334456,2024-01-04 10:43:51,1,1,1,42.91999999999998,"(53.751577,-8.172232)",72,"(53.763956,-8.180517)",53.751577,-8.172232,53.763956,-8.180517,"(53.751577, -8.172232)","(53.763956, -8.180517)",1482.195401488244,41.43999999999998,1479.9999999999968,2024-01-04 10:41:03,168.0,1.0,0
29,334456,2024-01-04 10:45:04,1,1,1,44.39999999999998,"(53.739198,-8.163948)",71,"(53.751577,-8.172232)",53.739198,-8.163948,53.751577,-8.172232,"(53.739198, -8.163948)","(53.751577, -8.172232)",1482.2276540412583,42.91999999999998,1479.9999999999968,2024-01-04 10:43:51,73.0,1.0,0
30,334456,2024-01-04 10:47:00,1,1,1,45.879999999999974,"(53.726818,-8.155663)",70,"(53.739198,-8.163948)",53.726818,-8.155663,53.739198,-8.163948,"(53.726818, -8.155663)","(53.739198, -8.163948)",1482.412022925075,44.39999999999998,1479.9999999999968,2024-01-04 10:45:04,116.0,1.0,0
31,334456,2024-01-04 10:47:40,1,1,1,47.35999999999997,"(53.714439,-8.147379)",69,"(53.726818,-8.155663)",53.714439,-8.147379,53.726818,-8.155663,"(53.714439, -8.147379)","(53.726818, -8.155663)",1482.3408095777727,45.879999999999974,1479.9999999999968,2024-01-04 10:47:00,40.0,1.0,0
32,334456,2024-01-04 10:49:13,1,1,1,48.83999999999997,"(53.70206,-8.139094)",68,"(53.714439,-8.147379)",53.70206,-8.139094,53.714439,-8.147379,"(53.70206, -8.139094)","(53.714439, -8.147379)",1482.4217614591275,47.35999999999997,1479.9999999999968,2024-01-04 10:47:40,93.0,1.0,0
33,334456,2024-01-04 10:50:47,1,1,1,50.319999999999965,"(53.689681,-8.13081)",67,"(53.70206,-8.139094)",53.689681,-8.13081,53.70206,-8.139094,"(53.689681, -8.13081)","(53.70206, -8.139094)",1482.453982032246,48.83999999999997,1479.9999999999968,2024-01-04 10:49:13,94.0,1.0,0
34,334456,2024-01-04 10:51:41,1,1,1,51.79999999999996,"(53.677302,-8.122525)",66,"(53.689681,-8.13081)",53.677302,-8.122525,53.689681,-8.13081,"(53.677302, -8.122525)","(53.689681, -8.13081)",1482.5349713757,50.319999999999965,1479.9999999999968,2024-01-04 10:50:47,54.0,1.0,0
35,334456,2024-01-04 10:53:40,1,1,1,53.27999999999996,"(53.664922,-8.11424)",65,"(53.677302,-8.122525)",53.664922,-8.11424,53.677302,-8.122525,"(53.664922, -8.11424)","(53.677302, -8.122525)",1482.6950169566303,51.79999999999996,1479.9999999999968,2024-01-04 10:51:41,119.0,1.0,0
36,334456,2024-01-04 10:54:18,1,1,1,54.759999999999955,"(53.652543,-8.105956)",64,"(53.664922,-8.11424)",53.652543,-8.105956,53.664922,-8.11424,"(53.652543, -8.105956)","(53.664922, -8.11424)",1482.6237853791401,53.27999999999996,1479.9999999999968,2024-01-04 10:53:40,38.0,1.0,0
37,334456,2024-01-04 10:55:47,1,1,1,56.23999999999995,"(53.640164,-8.097671)",63,"(53.652543,-8.105956)",53.640164,-8.097671,53.652543,-8.105956,"(53.640164, -8.097671)","(53.652543, -8.105956)",1482.7048308381227,54.759999999999955,1479.9999999999968,2024-01-04 10:54:18,89.0,1.0,0
38,334456,2024-01-04 10:55:51,1,1,1,57.71999999999995,"(53.627785,-8.089387)",62,"(53.640164,-8.097671)",53.627785,-8.089387,53.640164,-8.097671,"(53.627785, -8.089387)","(53.640164, -8.097671)",1482.73701116012,56.23999999999995,1479.9999999999968,2024-01-04 10:55:47,4.0,1.0,0
39,334456,2024-01-04 10:57:17,1,1,1,59.199999999999946,"(53.615406,-8.081102)",61,"(53.627785,-8.089387)",53.615406,-8.081102,53.627785,-8.089387,"(53.615406, -8.081102)","(53.627785, -8.089387)",1482.8180939783247,57.71999999999995,1479.9999999999968,2024-01-04 10:55:51,86.0,1.0,0
40,334456,2024-01-04 11:00:11,1,1,1,60.67999999999994,"(53.603027,-8.072818)",60,"(53.615406,-8.081102)",53.603027,-8.072818,53.615406,-8.081102,"(53.603027, -8.072818)","(53.615406, -8.081102)",1482.8502581174428,59.199999999999946,1479.9999999999968,2024-01-04 10:57:17,174.0,1.0,0
41,334456,2024-01-04 11:02:25,1,1,1,62.15999999999994,"(53.590647,-8.064533)",59,"(53.603027,-8.072818)",53.590647,-8.064533,53.603027,-8.072818,"(53.590647, -8.064533)","(53.603027, -8.072818)",1483.0347845802785,60.67999999999994,1479.9999999999968,2024-01-04 11:00:11,134.0,1.0,0
42,334456,2024-01-04 11:02:30,1,1,1,63.63999999999994,"(53.578268,-8.056248)",58,"(53.590647,-8.064533)",53.578268,-8.056248,53.590647,-8.064533,"(53.578268, -8.056248)","(53.590647, -8.064533)",1482.9880328561726,62.15999999999994,1479.9999999999968,2024-01-04 11:02:25,5.0,1.0,0
43,334456,2024-01-04 11:05:27,1,1,1,65.11999999999993,"(53.565889,-8.047964)",57,"(53.578268,-8.056248)",53.565889,-8.047964,53.578268,-8.056248,"(53.565889, -8.047964)","(53.578268, -8.056248)",1483.0201726321764,63.63999999999994,1479.9999999999968,2024-01-04 11:02:30,177.0,1.0,0
44,334456,2024-01-04 11:06:52,1,1,1,66.59999999999994,"(53.55351,-8.039679)",56,"(53.565889,-8.047964)",53.55351,-8.039679,53.565889,-8.047964,"(53.55351, -8.039679)","(53.565889, -8.047964)",1483.10134865645,65.11999999999993,1480.000000000004,2024-01-04 11:05:27,85.0,1.0,0
45,334456,2024-01-04 11:07:38,1,1,1,68.07999999999994,"(53.541131,-8.031395)",55,"(53.55351,-8.039679)",53.541131,-8.031395,53.55351,-8.039679,"(53.541131, -8.031395)","(53.55351, -8.039679)",1483.1334721290805,66.59999999999994,1480.000000000004,2024-01-04 11:06:52,46.0,1.0,0
46,334456,2024-01-04 11:08:55,1,1,1,69.55999999999995,"(53.528751,-8.02311)",54,"(53.541131,-8.031395)",53.528751,-8.02311,53.541131,-8.031395,"(53.528751, -8.02311)","(53.541131, -8.031395)",1483.3180697951075,68.07999999999994,1480.000000000004,2024-01-04 11:07:38,77.0,1.0,0
47,334456,2024-01-04 11:10:38,1,1,1,71.03999999999995,"(53.516372,-8.014826)",53,"(53.528751,-8.02311)",53.516372,-8.014826,53.528751,-8.02311,"(53.516372, -8.014826)","(53.528751, -8.02311)",1483.2467970625323,69.55999999999995,1480.000000000004,2024-01-04 11:08:55,103.0,1.0,0
48,334456,2024-01-04 11:11:25,1,1,1,72.51999999999995,"(53.503993,-8.006541)",52,"(53.516372,-8.014826)",53.503993,-8.006541,53.516372,-8.014826,"(53.503993, -8.006541)","(53.516372, -8.014826)",1483.3280474696667,71.03999999999995,1480.000000000004,2024-01-04 11:10:38,47.0,1.0,0
49,334456,2024-01-04 11:12:46,1,1,1,73.99999999999996,"(53.491614,-7.998257)",51,"(53.503993,-8.006541)",53.491614,-7.998257,53.503993,-8.006541,"(53.491614, -7.998257)","(53.503993, -8.006541)",1483.3601381874848,72.51999999999995,1480.000000000004,2024-01-04 11:11:25,81.0,1.0,0
50,334456,2024-01-04 11:12:49,1,1,1,75.47999999999996,"(53.479235,-7.989972)",50,"(53.491614,-7.998257)",53.479235,-7.989972,53.491614,-7.998257,"(53.479235, -7.989972)","(53.491614, -7.998257)",1483.4414257215103,73.99999999999996,1480.000000000004,2024-01-04 11:12:46,3.0,1.0,0
51,334456,2024-01-04 11:13:56,1,1,1,76.95999999999997,"(53.466855,-7.981687)",49,"(53.479235,-7.989972)",53.466855,-7.981687,53.479235,-7.989972,"(53.466855, -7.981687)","(53.479235, -7.989972)",1483.6014851195137,75.47999999999996,1480.000000000004,2024-01-04 11:12:49,67.0,1.0,0
52,334456,2024-01-04 11:16:14,1,1,1,78.43999999999997,"(53.454476,-7.973403)",48,"(53.466855,-7.981687)",53.454476,-7.973403,53.466855,-7.981687,"(53.454476, -7.973403)","(53.466855, -7.981687)",1483.5301932043985,76.95999999999997,1480.000000000004,2024-01-04 11:13:56,138.0,1.0,0
53,334456,2024-01-04 11:18:55,1,1,1,79.91999999999997,"(53.442097,-7.965118)",47,"(53.454476,-7.973403)",53.442097,-7.965118,53.454476,-7.973403,"(53.442097, -7.965118)","(53.454476, -7.973403)",1483.611536349557,78.43999999999997,1480.000000000004,2024-01-04 11:16:14,161.0,1.0,0
